"model_string","model","train_task","train_data","architecture","model_class","model_depth","display_name","description","total_feature_count","total_parameter_count","metric","score","compare_training","compare_architecture","compare_goal_slip","compare_goal_taskonomy_tasks","compare_goal_taskonomy_cluster","compare_goal_expertise","compare_diet_ipcl","compare_goal_selfsupervised","compare_goal_contrastive","compare_diet_imagenetsize"
"vit_base_patch32_224_classification","vit_base_patch32_224","classification","imagenet","vit_base_patch32_224","Transformer",225,"ViT-B-P32","ViT-B-P32 trained on image classification with the ImageNet dataset.",13455632,88185064,"srpr",0.360841728668949,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"ViT-B-SLIP_slip","ViT-B-SLIP","slip","YFCC15M","ViT-B","Transformer",225,"ViT-B-SLIP","ViT-B-SLIP trained via combined self- and language supervision with the YFCC15M dataset.",57181200,85646592,"srpr",0.361142211761156,NA,NA,"SLIP",NA,NA,NA,NA,NA,NA,NA
"dino_vitb16_selfsupervised","dino_vitb16","selfsupervised","imagenet","vitb16","Transformer",NA,"Dino-VIT-B16","Dino-VIT-B16 trained via self supervision with the ImageNet dataset.",NA,NA,"srpr",0.361474819085899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ViT-B-CLIP_slip","ViT-B-CLIP","slip","YFCC15M","ViT-B","Transformer",225,"ViT-B-CLIP","ViT-B-CLIP trained via pure language supervision with the YFCC15M dataset.",57181200,85646592,"srpr",0.361988333010233,NA,NA,"CLIP",NA,NA,NA,NA,NA,NA,NA
"vit_small_patch16_224_classification","vit_small_patch16_224","classification","imagenet","vit_small_patch16_224","Transformer",225,"ViT-S-P16","ViT-S-P16 trained on image classification with the ImageNet dataset.",28591832,21974632,"srpr",0.361995113869152,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"convit_tiny_classification","convit_tiny","classification","imagenet","convit_tiny","Hybrid",219,"ConViT-T","ConViT-T trained on image classification with the ImageNet dataset.",15325272,5672648,"srpr",0.362456480375796,"classification","Hybrid",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-B-SimCLR_slip","ViT-B-SimCLR","slip","YFCC15M","ViT-B","Transformer",225,"ViT-B-SimCLR","ViT-B-SimCLR trained via pure self-supervision with the YFCC15M dataset.",57181200,85646592,"srpr",0.362555511031417,NA,NA,"SimCLR",NA,NA,NA,NA,NA,NA,NA
"ViT-S-SimCLR_slip","ViT-S-SimCLR","slip","YFCC15M","ViT-S","Transformer",225,"ViT-S-SimCLR","ViT-S-SimCLR trained via pure self-supervision with the YFCC15M dataset.",31384848,21589632,"srpr",0.362615712269531,NA,NA,"SimCLR",NA,NA,NA,NA,NA,NA,NA
"mixer_b16_224_in21k_classification","mixer_b16_224_in21k","classification","imagenet21k","mixer_b16_224","MLP-Mixer",210,"Mixer-B16-IN22K","Mixer-B16-IN22K trained on image classification with the ImageNet21K dataset.",52808358,75908739,"srpr",0.362690171431537,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"ViT-L-SLIP_slip","ViT-L-SLIP","slip","YFCC15M","ViT-L","Transformer",441,"ViT-L-SLIP","ViT-L-SLIP trained via combined self- and language supervision with the YFCC15M dataset.",151473536,303098880,"srpr",0.363152577698829,NA,NA,"SLIP",NA,NA,NA,NA,NA,NA,NA
"ViT-L-CLIP-CC12M_slip","ViT-L-CLIP-CC12M","slip","YFCC15M","ViT-L","Transformer",225,"ViT-L-CLIP-CC12M","ViT-L-CLIP-CC12M trained via pure language supervision with the YFCC15M dataset.",57181200,85646592,"srpr",0.363216613899044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"regnetx_064_classification","regnetx_064","classification","imagenet","regnetx_064","Convolutional",373,"RegNetX-64","RegNetX-64 trained on image classification with the ImageNet dataset.",101428288,26209256,"srpr",0.363429892716458,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_patch32_224_in21k_classification","vit_base_patch32_224_in21k","classification","imagenet21k","vit_base_patch32_224","Transformer",225,"ViT-B-P32-IN21K","ViT-B-P32-IN21K trained on image classification with the ImageNet21K dataset.",13497318,104213331,"srpr",0.363919375655843,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"regnety_064_classification","regnety_064","classification","imagenet","regnety_064","Convolutional",658,"RegNetY-64","RegNetY-64 trained on image classification with the ImageNet dataset.",103013924,30583252,"srpr",0.364268107664421,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"tnt_s_patch16_224_classification","tnt_s_patch16_224","classification","imagenet","tnt_s_patch16_224","Transformer",NA,"TnT-P16-224","TnT-P16-224 trained on image classification with the ImageNet dataset.",NA,NA,"srpr",0.364340243502079,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"vit_large_patch16_224_in21k_classification","vit_large_patch16_224_in21k","classification","imagenet21k","vit_large_patch16_224","Transformer",441,"ViT-L-P16-IN21K","ViT-L-P16-IN21K trained on image classification with the ImageNet21K dataset.",151515174,325487955,"srpr",0.365933579988809,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"pit_b_224_classification","pit_b_224","classification","imagenet","pit_b_224","Transformer",254,"PiT-B-224","PiT-B-224 trained on image classification with the ImageNet dataset.",66195824,73518568,"srpr",0.366701215586786,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-S-SLIP_slip","ViT-S-SLIP","slip","YFCC15M","ViT-S","Transformer",225,"ViT-S-SLIP","ViT-S-SLIP trained via combined self- and language supervision with the YFCC15M dataset.",31384848,21589632,"srpr",0.366778266453753,NA,NA,"SLIP",NA,NA,NA,NA,NA,NA,NA
"resnet101_classification","resnet101","classification","imagenet","resnet101","Convolutional",345,"ResNet101","ResNet101 trained on image classification with the ImageNet dataset.",56326608,44549160,"srpr",0.366835865628897,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"visformer_small_classification","visformer_small","classification","imagenet","visformer_small","Transformer",226,"Visformer","Visformer trained on image classification with the ImageNet dataset.",31879784,39956168,"srpr",0.366929592785275,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"inception_v3_classification","inception_v3","classification","imagenet","inception_v3","Convolutional",300,"Inception-V3","Inception-V3 trained on image classification with the ImageNet dataset.",15467136,23834568,"srpr",0.367628711690657,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"mixer_l16_224_classification","mixer_l16_224","classification","imagenet","mixer_l16_224","MLP-Mixer",414,"MLP-Mixer-L16","MLP-Mixer-L16 trained on image classification with the ImageNet dataset.",149342160,208196168,"srpr",0.367649020426015,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"resnet152_classification","resnet152","classification","imagenet","resnet152","Convolutional",515,"ResNet152","ResNet152 trained on image classification with the ImageNet dataset.",79507920,60192808,"srpr",0.367662629445824,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"ResNet50-PIRL_selfsupervised","ResNet50-PIRL","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-PIRL","ResNet50-PIRL, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"srpr",0.368270323478444,NA,NA,NA,NA,NA,NA,NA,"PIRL","Contrastive",NA
"seresnext50_32x4d_classification","seresnext50_32x4d","classification","imagenet","seresnext50_32x4d","Convolutional",305,"SEResNext50-32x4D","SEResNext50-32x4D trained on image classification with the ImageNet dataset.",58496224,27559896,"srpr",0.368805017349781,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vit_large_patch16_224_classification","vit_large_patch16_224","classification","imagenet","vit_large_patch16_224","Transformer",441,"ViT-L-P16","ViT-L-P16 trained on image classification with the ImageNet dataset.",151473488,304123880,"srpr",0.370026240401105,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"mixer_l16_224_in21k_classification","mixer_l16_224_in21k","classification","imagenet21k","mixer_l16_224","MLP-Mixer",414,"Mixer-L16-IN22K","Mixer-L16-IN22K trained on image classification with the ImageNet21K dataset.",149383846,229560243,"srpr",0.370307134055699,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"retinanet_R_50_FPN_3x_detection","retinanet_R_50_FPN_3x","detection","coco2017","retinanet_R_50_FPN_3x","Convolutional",NA,"RetinaNet-ResNet50-FPN","RetinaNet-ResNet50-FPN, trained on detection with the CoCo2017 dataset.",NA,NA,"srpr",0.370917895695478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"resmlp_12_224_classification","resmlp_12_224","classification","imagenet","resmlp_12_224","MLP-Mixer",150,"ResMLP-12","ResMLP-12 trained on image classification with the ImageNet dataset.",19269584,15322456,"srpr",0.370945251674132,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,NA
"dla34_classification","dla34","classification","imagenet","dla34","Convolutional",151,"DLA34","DLA34 trained on image classification with the ImageNet dataset.",17578680,15742104,"srpr",0.370989785979009,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"mixer_b16_224_classification","mixer_b16_224","classification","imagenet","mixer_b16_224","MLP-Mixer",210,"MLP-Mixer-B16","MLP-Mixer-B16 trained on image classification with the ImageNet dataset.",52766672,59880472,"srpr",0.371272255233467,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"skresnext50_32x4d_classification","skresnext50_32x4d","classification","imagenet","skresnext50_32x4d","Convolutional",497,"SKResNext50-32x4D","SKResNext50-32x4D trained on image classification with the ImageNet dataset.",99238128,27479784,"srpr",0.37143492598498,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"xcit_nano_12_p16_224_classification","xcit_nano_12_p16_224","classification","imagenet","xcit_nano_12_p16_224","Transformer",NA,"XCIT-N-12-P16","XCIT-N-12-P16 trained on image classification with the ImageNet dataset.",NA,NA,"srpr",0.371985606557022,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"faster_rcnn_R_50_FPN_3x_detection","faster_rcnn_R_50_FPN_3x","detection","coco2017","faster_rcnn_R_50_FPN_3x","Convolutional",NA,"Faster-RCNN-ResNet50-FPN","Faster-RCNN-ResNet50-FPN, trained on detection with the CoCo2017 dataset.",NA,NA,"srpr",0.372096823017697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ghostnet_100_classification","ghostnet_100","classification","imagenet","ghostnet_100","Convolutional",287,"GhostNet100","GhostNet100 trained on image classification with the ImageNet dataset.",13446920,5182508,"srpr",0.372382223926051,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"pit_ti_224_classification","pit_ti_224","classification","imagenet","pit_ti_224","Transformer",236,"PiT-T-224","PiT-T-224 trained on image classification with the ImageNet dataset.",11698296,4800552,"srpr",0.372527974467732,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"mask_rcnn_R_50_FPN_3x_segmentation","mask_rcnn_R_50_FPN_3x","segmentation","coco2017","mask_rcnn_R_50_FPN_3x","Convolutional",NA,"Mask-RCNN-ResNet50-FPN","Mask-RCNN-ResNet50-FPN, trained on segmentation with the CoCo2017 dataset.",NA,NA,"srpr",0.372598157766612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"xcit_nano_12_p8_224_classification","xcit_nano_12_p8_224","classification","imagenet","xcit_nano_12_p8_224","Transformer",NA,"XCIT-N-12-P8","XCIT-N-12-P8 trained on image classification with the ImageNet dataset.",NA,NA,"srpr",0.372708219257361,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"convnext_large_classification","convnext_large","classification","imagenet","convnext_large","Convolutional",382,"ConvNext-L","ConvNext-L trained on image classification with the ImageNet dataset.",137593808,197740264,"srpr",0.372724353171289,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"semnasnet_100_classification","semnasnet_100","classification","imagenet","semnasnet_100","Convolutional",274,"SemNASNet100","SemNASNet100 trained on image classification with the ImageNet dataset.",27843180,3887038,"srpr",0.37317315375324,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-B/16_clip","ViT-B/16","clip","openai400M","ViT-B/16","Transformer",89,"CLiP-ViT-B/32","CLiP-ViT-B/32, a hybrid vision-language model.",24056576,57298944,"srpr",0.373424547008727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"efficientnet_b1_classification","efficientnet_b1","classification","imagenet","efficientnet_b1","Convolutional",435,"EfficientNet-B1","EfficientNet-B1 trained on image classification with the ImageNet dataset.",42450128,7794184,"srpr",0.373602111635317,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"shufflenet_v2_x1_0_classification","shufflenet_v2_x1_0","classification","imagenet","shufflenet_v2_x1_0","Convolutional",168,"ShuffleNet-V2-x1.0","ShuffleNet-V2-x1.0 trained on image classification with the ImageNet dataset.",6284192,2278604,"srpr",0.373714016483843,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"swin_base_patch4_window7_224_classification","swin_base_patch4_window7_224","classification","imagenet","swin_base_patch4_window7_224","Transformer",NA,"Swin-B-P4-W7","Swin-B-P4-W7 trained on image classification with the ImageNet dataset.",NA,NA,"srpr",0.374169525378722,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"efficientnet_b3_classification","efficientnet_b3","classification","imagenet","efficientnet_b3","Convolutional",492,"EfficientNet-B3","EfficientNet-B3 trained on image classification with the ImageNet dataset.",59058840,12233232,"srpr",0.374265227726235,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_r50_s16_224_in21k_classification","vit_base_r50_s16_224_in21k","classification","imagenet21k","vit_base_r50_s16_224","Transformer",496,"ViT-B-R50-S16-IN21K","ViT-B-R50-S16-IN21K trained on image classification with the ImageNet21K dataset.",124710838,115125907,"srpr",0.374418031780095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"swin_large_patch4_window7_224_classification","swin_large_patch4_window7_224","classification","imagenet","swin_large_patch4_window7_224","Transformer",NA,"Swin-L-P4-W7","Swin-L-P4-W7 trained on image classification with the ImageNet dataset.",NA,NA,"srpr",0.374940014929394,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"xception_classification","xception","classification","imagenet","xception","Convolutional",204,"XCeption","XCeption trained on image classification with the ImageNet dataset.",52151632,22855952,"srpr",0.375358835645471,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"swin_base_patch4_window7_224_in22k_classification","swin_base_patch4_window7_224_in22k","classification","imagenet21k","swin_base_patch4_window7_224","Transformer",NA,"Swin-B-P4-W7-IN21K","Swin-B-P4-W7-IN21K trained on image classification with the ImageNet21K dataset.",NA,NA,"srpr",0.375563520099759,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"ViT-L/14_clip","ViT-L/14","clip","openai400M","ViT-L/14","Transformer",173,"CLiP-ViT-L/14","CLiP-ViT-L/14, a hybrid vision-language model.",82898688,202153984,"srpr",0.376087889753873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"googlenet_classification","googlenet","classification","imagenet","googlenet","Convolutional",197,"GoogleNet","GoogleNet trained on image classification with the ImageNet dataset.",12335584,6624904,"srpr",0.376263516462356,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"mobilenetv3_large_100_classification","mobilenetv3_large_100","classification","imagenet","mobilenetv3_large_100","Convolutional",265,"MobileNet-V3-Large","MobileNet-V3-Large trained on image classification with the ImageNet dataset.",20046944,5483032,"srpr",0.376416075884129,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"hardcorenas_f_classification","hardcorenas_f","classification","imagenet","hardcorenas_f","Convolutional",326,"HardCoreNAS-F","HardCoreNAS-F trained on image classification with the ImageNet dataset.",25099520,8199688,"srpr",0.376603683686562,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"ResNet50-BarlowTwins-BS2048_selfsupervised","ResNet50-BarlowTwins-BS2048","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-BarlowTwins-BS2048","ResNet50-BarlowTwins-BS2048, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"srpr",0.376752569529619,NA,NA,NA,NA,NA,NA,NA,"BarlowTwins-BS2048","Contrastive",NA
"jx_nest_tiny_classification","jx_nest_tiny","classification","imagenet","jx_nest_tiny","Transformer",213,"JX-NesT-Tiny","JX-NesT-Tiny trained on image classification with the ImageNet dataset.",52424528,16530760,"srpr",0.376900773478593,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"resnet50_classification","resnet50","classification","imagenet","resnet50","Convolutional",175,"ResNet50","ResNet50 trained on image classification with the ImageNet dataset.",37560784,25557032,"srpr",0.377139987051103,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"eca_nfnet_l0_classification","eca_nfnet_l0","classification","imagenet","eca_nfnet_l0","Convolutional",184,"ECA-NFNeT-L0","ECA-NFNeT-L0 trained on image classification with the ImageNet dataset.",32555168,24111108,"srpr",0.377184055124845,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"densenet121_classification","densenet121","classification","imagenet","densenet121","Convolutional",429,"DenseNet121","DenseNet121 trained on image classification with the ImageNet dataset.",41096144,7978856,"srpr",0.377349673337281,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"convmixer_768_32_classification","convmixer_768_32","classification","imagenet","convmixer_768_32","Hybrid",232,"ConvMixer-768-32","ConvMixer-768-32 trained on image classification with the ImageNet dataset.",178524368,21110248,"srpr",0.37741747943438,"classification","Hybrid",NA,NA,NA,NA,NA,NA,NA,NA
"nfnet_l0_classification","nfnet_l0","classification","imagenet","nfnet_l0","Convolutional",220,"NF-Net-L0","NF-Net-L0 trained on image classification with the ImageNet dataset.",32566496,35041672,"srpr",0.377827955861241,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"mnasnet1_0_classification","mnasnet1_0","classification","imagenet","mnasnet1_0","Convolutional",158,"MNASNet1.0","MNASNet1.0 trained on image classification with the ImageNet dataset.",16172496,4383312,"srpr",0.377888909223153,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"swin_large_patch4_window7_224_in22k_classification","swin_large_patch4_window7_224_in22k","classification","imagenet21k","swin_large_patch4_window7_224","Transformer",NA,"Swin-L-P4-W7-IN21K","Swin-L-P4-W7-IN21K trained on image classification with the ImageNet21K dataset.",NA,NA,"srpr",0.378316514575918,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"nf_resnet50_classification","nf_resnet50","classification","imagenet","nf_resnet50","Convolutional",151,"NF-ResNet50","NF-ResNet50 trained on image classification with the ImageNet dataset.",33527712,25530472,"srpr",0.378349924443186,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"gmixer_24_224_classification","gmixer_24_224","classification","imagenet","gmixer_24_224","Convolutional",414,"GMixer-24","GMixer-24 trained on image classification with the ImageNet dataset.",41701328,24721096,"srpr",0.378759402099727,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"hardcorenas_a_classification","hardcorenas_a","classification","imagenet","hardcorenas_a","Convolutional",204,"HardCoreNAS-A","HardCoreNAS-A trained on image classification with the ImageNet dataset.",19698736,5260232,"srpr",0.379152174921648,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"ResNet50-SimCLR_selfsupervised","ResNet50-SimCLR","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-SimCLR","ResNet50-SimCLR, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"srpr",0.379201326422581,NA,NA,NA,NA,NA,NA,NA,"SimCLR","Contrastive",NA
"yolov5m_yolo","yolov5m","yolo","coco,voc","yolov5m","Convolutional",NA,"YOLO-V5-M","YOLO-V5-M, an object detection model.",NA,NA,"srpr",0.379381838688708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised","ResNet50-SwAV-BS4096-2x224+6x96","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-SwAV-BS4096","ResNet50-SwAV-BS4096-2x224+6x96, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"srpr",0.379807316602141,NA,NA,NA,NA,NA,NA,NA,"SwAV-BS4096-2x224+6x96","Contrastive",NA
"ResNet50-DeepClusterV2-2x224+6x96_selfsupervised","ResNet50-DeepClusterV2-2x224+6x96","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-DeepClusterV2","ResNet50-DeepClusterV2-2x224+6x96, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"srpr",0.379963541173272,NA,NA,NA,NA,NA,NA,NA,"DeepClusterV2-2x224+6x96","Contrastive",NA
"dino_resnet50_selfsupervised","dino_resnet50","selfsupervised","imagenet","resnet50","Convolutional",NA,"Dino-ResNet50","Dino-ResNet50 trained via self supervision with the ImageNet dataset.",NA,NA,"srpr",0.3804089720085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RegNet-64Gf-SEER-INFT_seer","RegNet-64Gf-SEER-INFT","seer","random1B","RegNet-64Gf","Convolutional",NA,"RegNet-64Gf-SEER-INFT","RegNet-64Gf trained via large-scale self-supervision on 1 billion images.",NA,NA,"srpr",0.380620471703826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"convnext_base_classification","convnext_base","classification","imagenet","convnext_base","Convolutional",382,"ConvNext-B","ConvNext-B trained on image classification with the ImageNet dataset.",91729872,88573416,"srpr",0.380623259371016,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"mobilenet_v2_classification","mobilenet_v2","classification","imagenet","mobilenet_v2","Convolutional",159,"MobileNet-V2","MobileNet-V2 trained on image classification with the ImageNet dataset.",20037616,3504872,"srpr",0.380700688391469,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"swin_tiny_patch4_window7_224_classification","swin_tiny_patch4_window7_224","classification","imagenet","swin_tiny_patch4_window7_224","Transformer",NA,"Swin-T-P4-W7","Swin-T-P4-W7 trained on image classification with the ImageNet dataset.",NA,NA,"srpr",0.380861000038704,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"resmlp_24_224_classification","resmlp_24_224","classification","imagenet","resmlp_24_224","MLP-Mixer",294,"ResMLP-24","ResMLP-24 trained on image classification with the ImageNet dataset.",38236112,29964616,"srpr",0.380981555708929,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Bird_bit_expert","BiT-Expert-ResNet-V2-Bird","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Bird","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Bird subset.",35578624,23496256,"srpr",0.381216571004133,NA,NA,NA,NA,NA,"Bird",NA,NA,NA,NA
"yolov5s_yolo","yolov5s","yolo","coco,voc","yolov5s","Convolutional",NA,"YOLO-V5-S","YOLO-V5-S, an object detection model.",NA,NA,"srpr",0.38134012826202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poolformer_s36_classification","poolformer_s36","classification","imagenet","poolformer_s36","Transformer",483,"PoolFormer-S36","PoolFormer-S36 trained on image classification with the ImageNet dataset.",78339280,30842792,"srpr",0.381347261780746,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"coat_lite_tiny_classification","coat_lite_tiny","classification","imagenet","coat_lite_tiny","Transformer",279,"CoaT-Lite-Tiny","CoaT-Lite-Tiny trained on image classification with the ImageNet dataset.",36283152,5878632,"srpr",0.381500540875735,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-B/32_clip","ViT-B/32","clip","openai400M","ViT-B/32","Transformer",89,"CLiP-ViT-B/32","CLiP-ViT-B/32, a hybrid vision-language model.",6106112,59068416,"srpr",0.381598652041944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RegNet-128Gf-SEER-INFT_seer","RegNet-128Gf-SEER-INFT","seer","random1B","RegNet-128Gf","Convolutional",NA,"RegNet-128Gf-SEER-INFT","RegNet-128Gf trained via large-scale self-supervision on 1 billion images.",NA,NA,"srpr",0.381942456030229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yolov5l_yolo","yolov5l","yolo","coco,voc","yolov5l","Convolutional",NA,"YOLO-V5-L","YOLO-V5-L, an object detection model.",NA,NA,"srpr",0.382078643820392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Flower_bit_expert","BiT-Expert-ResNet-V2-Flower","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Flower","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Flower subset.",35578624,23496256,"srpr",0.382409151268333,NA,NA,NA,NA,NA,"Flower",NA,NA,NA,NA
"cspresnet50_classification","cspresnet50","classification","imagenet","cspresnet50","Convolutional",329,"CSP-ResNet50","CSP-ResNet50 trained on image classification with the ImageNet dataset.",51186592,21616168,"srpr",0.38265824134162,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Instrument_bit_expert","BiT-Expert-ResNet-V2-Instrument","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Instrument","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Instrument subset.",35578624,23496256,"srpr",0.382733491983884,NA,NA,NA,NA,NA,"Instrument",NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Vehicle_bit_expert","BiT-Expert-ResNet-V2-Vehicle","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Vehicle","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Vehicle subset.",35578624,23496256,"srpr",0.382770877921798,NA,NA,NA,NA,NA,"Vehicle",NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Mammal_bit_expert","BiT-Expert-ResNet-V2-Mammal","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Mammal","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Mammal subset.",35578624,23496256,"srpr",0.382864667345842,NA,NA,NA,NA,NA,"Mammal",NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Animal_bit_expert","BiT-Expert-ResNet-V2-Animal","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Animal","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Animal subset.",35578624,23496256,"srpr",0.383162925724214,NA,NA,NA,NA,NA,"Animal",NA,NA,NA,NA
"resmlp_36_224_classification","resmlp_36_224","classification","imagenet","resmlp_36_224","MLP-Mixer",438,"ResMLP-36","ResMLP-36 trained on image classification with the ImageNet dataset.",57202640,44606776,"srpr",0.383253234683088,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Food_bit_expert","BiT-Expert-ResNet-V2-Food","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Food","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Food subset.",35578624,23496256,"srpr",0.383688141281276,NA,NA,NA,NA,NA,"Food",NA,NA,NA,NA
"levit_128_classification","levit_128","classification","imagenet","levit_128","Transformer",NA,"LeViT128","LeViT128 trained on image classification with the ImageNet dataset.",NA,NA,"srpr",0.383924828264403,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
